Epoch,Train_Loss,Val_Loss,Timing
1,5.336277487970167,4.348467735143808,11.739186525344849
2,3.948251817303319,3.8497596031580215,11.510117769241333
3,3.615582546111076,3.6792768851304665,11.501023292541504
4,3.4332582758318995,3.57841506982461,11.501166582107544
5,3.301234825964897,3.5097603492247753,11.500551223754883
6,3.1930584446076424,3.458632912391271,11.503213167190552
7,3.099071342714371,3.420205981303484,11.503590822219849
8,3.015921568101452,3.3915059933295617,11.50028133392334
9,2.9410884364958734,3.373171011606852,11.497864723205566
10,2.8726106282203427,3.360524458762927,11.50436019897461
11,2.8093500268074774,3.353567695006346,11.502798318862915
12,2.7504496451347107,3.350766674066201,11.506705522537231
13,2.6953475529147735,3.34966792510106,11.503245830535889
14,2.6438492890327208,3.3519717118678947,11.501664400100708
15,2.5957263039004417,3.357000549634298,11.504335880279541
16,2.5506496652480095,3.3629739039983506,11.501229524612427
17,2.5081165321411625,3.3714202367342434,11.498270273208618
18,2.467756200605823,3.380574052150433,11.499746084213257
19,2.4294428525432465,3.384905307720869,11.500123739242554
20,2.3927786927069388,3.402442122117067,11.49842119216919
21,2.3579243083154,3.4123454093933105,11.504704475402832
22,2.324884695391501,3.4156035704490466,11.502248287200928
23,2.2935622338325747,3.4241413947863455,11.504998445510864
24,2.2640954663676602,3.435357060187902,11.504180669784546
25,2.236228944409278,3.4475178565734472,11.502415895462036
26,2.2095245276727984,3.4609526854294996,11.503899335861206
27,2.1837161602512483,3.4735129796541653,11.504261255264282
28,2.1590802254215364,3.486238705806243,11.502128839492798
29,2.135236248662395,3.498946318259606,11.505600452423096
30,2.1123101680509504,3.5100358388362785,11.503730535507202
31,2.0904153450842826,3.5212397300280056,11.502364873886108
32,2.069654223995824,3.5338401947266016,11.50009036064148
33,2.0502201187995173,3.5466421720309134,11.5027916431427
34,2.0319095761545243,3.5594911575317383,11.502431869506836
35,2.0145062142802823,3.571867001362336,11.499750137329102
36,1.9980432741103633,3.584604553687267,11.501275300979614
37,1.982174870660228,3.5970613803618994,11.50215196609497
38,1.9669504138731186,3.609768237823095,11.500805616378784
39,1.952465215806038,3.6218823347336206,11.495442152023315
40,1.9385250406880532,3.635159364113441,11.503714084625244
41,1.9254057142042345,3.6483523631707215,11.50263524055481
42,1.9128565438332097,3.661257701042371,11.500224351882935
43,1.9009115665189682,3.6729119465901303,11.49996542930603
44,1.8885177943014329,3.6843179036409426,11.504918575286865
45,1.8762582755857897,3.6949795117745032,11.50102186203003
46,1.8645674774723668,3.704974733866178,11.5000741481781
47,1.85378765713784,3.7147734470856495,11.500378608703613
48,1.8432179997044225,3.724349883886484,11.500967502593994
49,1.832760711254612,3.733297525308071,11.504678726196289
50,1.822323509570091,3.7433483600616455,11.499742031097412
51,1.812396861660865,3.7534730037053428,11.494741678237915
52,1.8029368577464935,3.764125414383717,11.500066041946411
53,1.7940847358395977,3.773803160740779,11.501215696334839
54,1.78563033188543,3.783595601717631,11.501441478729248
55,1.777502756349502,3.7935321300457687,11.501502752304077
56,1.7698852016079811,3.8029739398222704,11.502126455307007
57,1.76258329537607,3.811843526669038,11.50076961517334
58,1.7560681108505496,3.8206739119994335,11.49867057800293
59,1.7501676013392786,3.829122916246072,11.50060224533081
60,1.7439615268861093,3.8373956985962696,11.499557495117188
61,1.7376789392963532,3.846530578075311,11.501151323318481
62,1.73164483616429,3.8550919661155114,11.502047061920166
63,1.7259686500795426,3.863762448995541,11.500153303146362
64,1.7202409586598797,3.8724032946122,11.495332479476929
65,1.7148786998564196,3.8812958032656937,11.492724180221558
66,1.7096152044111683,3.890077667358594,11.49734115600586
67,1.704688492128926,3.8992767181151953,11.501950979232788
68,1.699454866301629,3.9078251062295375,11.498672723770142
69,1.6942145316831527,3.916938011462872,11.504785299301147
70,1.6891328711663522,3.925276973308661,11.503519058227539
71,1.684389402020362,3.9342824831987038,11.502669095993042
72,1.6800114150970213,3.9431910453698573,11.501325130462646
73,1.6759634487090571,3.951610571298844,11.500038385391235
74,1.6717687053065147,3.9588149144099307,11.50014352798462
